FacultyArea,InstitutionType,ReviewText,AverageRating,Sentiment
Mühendislik Fakültesi,üniversite,"Nerede gereksiz, mantıksız, %100 çelişkili, cevabı hatalı soru varsa onu sınavda sorar. Fakat durumu telafi etmesini de çok iyi bilir ve buna mukabil bonus puan vermek için vaziyet yaratır. Ders anlatımı da iyidir. Şeytan tüyü vardır ama bölümce sevilir.",3.5,
Mühendislik Fakültesi,üniversite,"Betonarmeyi zannımca Türkiye'de güzel ve akıcı anlatan nadir kişilerden birisi. Fakat biraz fazla hırslı. Herşeyi değil de verilmesi gerektiği kadar bilgiyi veren, öğrenciyle fazla ilgilenmeyen, not dağıtımında da haddinden fazla bonkör olan, her konuşmasında karşısındakine kalite koklatan akademisyenimiz.",4.15,1.0
Meslek Dersleri,lise,Ahmet Hoca en sevdiğim hocalardandır. Dersteyken bizim ahlakımıza bir şeyler katma arzusu beni hep etkilemiştir.,4.53,1.0
İngilizce,lise,Derslerde ne kadar çekinsem de bence çok iyi bir hocasınız.,4.3,1.0
Fen Fakültesi,üniversite,"Etkili bir konuşmacı, güleryüzlü, zeki, şakacı, sonuç odaklı.",5.0,1.0
Almanca,lise,Es es yüreğiyle kavrulmuş bir Almanca öğretmeni.,5.0,1.0
İngilizce,lise,Göreceğiniz en iyi hoca.,4.7,1.0
Sosyal Bilimler Meslek Yüksekokulu,üniversite,"Bizim kötü sınıfımız bu şeker gibi güzel adamı çok farklı birine çevirdi ve bu bizim için çok kötü. Ben kendisinin ne kadar iyi bir insan olduğunu bilmesem ""bu nasıl öğretmen, kesin kaldık vs."" derim ama öyle değil. Aslında kendisi çok iyi niyetli ama istismar eden öğrencileri yüzünden çok kişi üzülüyor.",3.4,
Sosyal Bilimler Meslek Yüksekokulu,üniversite,"Ne yalan söyleyim severim kendisini. Hoş kadın amma ve lakin çok tehditkar. Yapmazsan, etmezsen demeden yapamıyor. Öğrencilerine yardımcı olmaya çalışıyor mu çalışmıyor mu bunu bir türlü anlamadım. Bazen çok yardımsever, bazen hiçbir işinize yaramayacak gibi geliyor. Tabi bunun sorumlusu da biz öğrenciler.",3.6,1.0
Sosyal Bilimler Meslek Yüksekokulu,üniversite,Şeker gibi adam. Kendisini fazla tanımasamda severim. Yakın bir akrabamada çok çok çok benziyor. Herşeyi bilen bir edası var ama olsun o kadar. Neticede biz o kadar az şey biliyoruz ki. :),3.2,
Matematik,lise,Matematik dersinin hakkını veriyorsunuz hocam. Teşekkür ederim.,5.0,1.0
İngilizce,lise,Hocam sizi çok seviyorum.,4.47,1.0
Coğrafya,lise,Benim için çok değerli bir hoca.,5.0,1.0
Biyoloji,lise,"Binnaz hocam, size çok teşekkür ediyorum. Cidden çok iyi bir öğretmensiniz.",4.5,1.0
Türk Dili ve Edebiyatı,lise,"Öğretmenimiz, benim bulunduğum okulda da öğretim yapmıştı.  Ben ve bütün arkadaşlarım ondan çok memnunduk. Ders işleyişi, konu anlatımı çok başarılıydı.  Bize bu dersi sevdirdi. Sonradan okuldan ayrıldı ve hepimiz üzüldük. Hocam sizi çok seviyoruz. (Eczacı Neşem Özlen Güray Lisesi)",4.6,1.0
Hukuk Fakültesi,üniversite,Enteresan kişilik.,3.2,
Türk Dili ve Edebiyatı,lise,"Çok severim kendisini, çok iyi bir hocadır.",4.6,1.0
Matematik,lise,Hocam sizi çok seviyoruz. Umarım bize ders vermeye devam edersiniz.,4.6,1.0
Biyoloji,lise,Tek kelimeyle ''HARİKA''. :),4.5,1.0
İngilizce,lise,"Hocam, dünyanın gördüğü ender İngilizcecilerdensiniz. Allah sizi eksik etmesin.",4.47,1.0
Biyoloji,lise,Dünya tarihinin en iyi biyoloji öğretmeni.,4.5,1.0
İngilizce,lise,İngilizce'yi şu anda yurtdışında çok rahat konuşabiliyorsam Yeşim Başgül  sayesindedir. Hakikaten onun öğrencisi olanlar çok şanslılar. Sizi çok seviyoruz hocam.,4.4,1.0
İngilizce,lise,"Malesef ben bu hocadan 3 yıl eğitim aldım, birşey anlamadım.",1.2,0.0
Hukuk Fakültesi,üniversite,"Geçen sene kendisi doktora araştırması için Paris'teymiş. Ara tatilde Paris havaalanında görmüştüm kendisini. ""Aman hocam şereftir bizim için"" diyerek içi kitap dolu taş gibi bavulunu taşıdım. Belimde üç fıtık çıktı. :) Hocamızı severiz sayarız. Bence pek zarif ve tarz bir hanımefendi.",3.5,
Fen Edebiyat Fakültesi,üniversite,İyi ki varsınız hocam.,3.6,1.0
İletişim Fakültesi,üniversite,Ne zaman soru sorsam şekeri yükselir.,5.0,1.0
Müzik,lise,Tek kelime ile süpersiniz hocam. Sesinize bayılıyorum.  =),4.7,1.0
Tarih,lise,Size ulaşamıyorum. :D,4.8,1.0
Kimya,lise,Kültür ders öğretmenleri arasında en sevdiğim hocamdır.,4.6,1.0
Biyoloji,lise,İyi hocalarımızdan birisi.,4.2,1.0
Fizik,lise,Merhabalar hocam.,4.6,1.0
Matematik,lise,"Süpersiniz, devam.",4.87,1.0
Matematik,lise,"Süper süper süper bir hoca. Sizi çok seviyoruz, hemde kalpten. <3",4.8,1.0
Tarih,lise,"Hayatımda sizin kadar mükemmel anlatan, kendini sevdiren bir hoca görmedim. Siz ne muhteşem birisiniz hocam ya. Sizi gönülden tebrik ediyorum.",5.0,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,Abdullah Hocam tek kelime ile harikadır. Kendisinden ders aldığım için kendimi çok şanslı görüyorum. Bizlerle kurduğu dostluk tuttuğu balıklar gibi büyüktür.,3.8,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,Herkesin mutlaka tanıması gereken çok kıymetli Ahmet Hocam'ı çok seviyorum.,2.8,
Bilişim Teknolojileri,lise,Hiç bir öğretmen kadar yardımcı olamaz bize. Yaptığı sistemlerle ders işlemesi çok büyük bir artı puan kazandırıyor bize.,4.7,1.0
Fizik,lise,"Yardımseverliğinin yanı sıra, sosyal alanda da başarılı bir öğretmenim.",4.8,1.0
Mühendislik Fakültesi,üniversite,"Kendine has bir tarzı var. Oturarak kitabı okur, otururken tahtaya yazar ve tahtanın sol alt köşesini kullanır sadece.",1.6,0.0
Mühendislik Fakültesi,üniversite,Hocamız endüstri mühendisliği mezunu ama bize bilgisayar mühendisliğinin en temel derslerini veriyor ve bize verdiği dersleri kendisi bile anlamıyor. Yazık valla bu hocadan ders alanlara. Bu kadar ögrencinin hakkını öbür tarafta nasıl öder hiç bilmiyorum.,1.9,0.0
Sosyal Bilimler Meslek Yüksekokulu,üniversite,"Mükemmel ders anlatır, hatta mükemmelin ötesinde diyebilirim. Çok tatlıdır canım hocam. Çok şey  yazmak isterdim, 300 harfle sınırlı. :) Canımsınız hocam.",4.1,1.0
Yabancı Diller Yüksekokulu,üniversite,Çok tatlı ve hoş bir hocadır.,4.4,1.0
Sosyal Bilimler Meslek Yüksekokulu,üniversite,"Çok saygıdeğer, çok bilgili, çok sevecen bir hocamızdır.",3.8,1.0
Sosyal Bilimler Meslek Yüksekokulu,üniversite,"Öğrenciyle uğraşmadan yalnızca işini gereğince ve mükemmel bir şekilde yapan, harika ders anlatan ve beynimden silinmeyecek kadar yer etmiş olan bir hoca. Hiç kompleksli değil. Çok seviyorum sizi hocam. Akademik hayatınızda başarılar.",5.0,1.0
Sosyal Bilimler Meslek Yüksekokulu,üniversite,"Çok çok severim kendisini. Önünde eğilinecek hocalardandır. Dersini almıyorum ama çok seviyorum. Çok sevecen, gerçek bir akademisyendir ve akademisyenlik hayatında başarılar diliyorum.",4.2,1.0
Sosyal Bilimler Meslek Yüksekokulu,üniversite,Sevdiğim bir hocadır fakat ani çıkışları ve hiç olmadık yere sinirlenmeleri var. Çözemedim bu hocayı ama iyidir iyi.,3.8,1.0
Sosyal Bilimler Meslek Yüksekokulu,üniversite,Çok havalı girdiği sınıfı acayip küçümser bir tavırla davranıyor. Biraz daha olgunluk lütfen.,2.62,
Sosyal Bilimler Meslek Yüksekokulu,üniversite,"Çok severim kendisini çünkü öğrencilerinin hakkından iyi gelir. Aslında çok kolay sınav soruları vardır ama öğrencilerin kapasiteleri düşük olması problemdir. Öğrenci bunun farkında değildir. Elinden öpeceğim hocalardandır. Öğrencinin hakkından iyi gelir, en sevdiğim yönü budur.",4.4,1.0
Sosyal Bilimler Meslek Yüksekokulu,üniversite,"Canım hocam. Sbmyo en sevdiğim, örnek aldığım, adaletli, olduğu yeri hazmeden, mütevazi, şeker mi şeker hocam. Her şeyiyle mükemmeldir.",4.75,1.0
Sosyal Bilimler Meslek Yüksekokulu,üniversite,Akademik anlamda berbat. Sınav soruları desen nerede saçma sapan soru orada Erdem Hoca.,1.89,0.0
İngilizce,lise,"Hocam sizi çok seviyoruz. İnşallah İngilizce'den geçirirsiniz bu dönem, yardımlarınızı bekliyoruz.",4.47,1.0
Biyoloji,lise,"Dünyaya böyle öğretmen zor gelir. Ders anlatımı çok güzel, çok iyi bir insan.",4.5,1.0
Yabancı Diller Yüksekokulu,üniversite,"Gerek İnsanlığı, gerek zekası, bilgisi üst düzey olan kişilik. Aynı üniversitede olmaktan gurur duyuyorum. ~Denizhan",5.0,1.0
Türk Dili ve Edebiyatı,lise,Okulun en iyi hocası.,4.4,1.0
Coğrafya,lise,"Enver Hoca Selçuklu Lisesi'ndeki en iyi hocalardan biridir. Ben 10-G sınıfındayım, onun bir öğrencisiyim. Hocam, bizim sınıfımızla ilgilendiğiniz, değer verdiğiniz, yanlışlarımızı görüp bizi doğru yola sevk ettiğiniz için size sınıf adına teşekkür ediyorum.",3.4,
Biyoloji,lise,"Yapmış olduğu projelerle Muğla'nın, Muğla Anadolu Lisesi'nin ismini gururla taşıyan, genç, dinamik ve çok başarılı bir hocaya sahip olan bizler çok şanslıyız. Hocamızın konu anlatımı çok iyi ve ders içi etkinlikleri sayesinde en zor konular bile akılda kalıyor. Halden anlayan bir hocadır aynı zamanda.",4.8,1.0
Eğitim Fakültesi,üniversite,İyi bir hoca.,3.4,
Eğitim Fakültesi,üniversite,Çok başarılı.,4.8,1.0
Mühendislik Fakültesi,üniversite,Hocalık meziyetinden uzak.,1.0,0.0
Mühendislik Mimarlık Fakültesi,üniversite,Hoca olmuş ama ders anlatamayan bir adamdır. Hayatının sonuna kadar yardımcı doçent olarak kalacaktır.,1.4,0.0
Mühendislik Fakültesi,üniversite,"Öğrencinin halinden anlayan, fazla sıkmayan bir hocadır.",5.0,1.0
Mühendislik Fakültesi,üniversite,Fazla söze gerek yok. Harika bir hocadır.,4.15,1.0
Mühendislik Fakültesi,üniversite,"Fazla bilgi zarar getirmez mantığıyle gereksiz ne kadar bilgi varsa söyleyip, sonra sınavda sorar. Derslerinden geçme oranı yüksek olsa da kimse sorularını mantıklı bulmaz ama iyi bir hocadır, bilgilidir.",3.5,
Bilişim Teknolojileri,lise,Ödevleri ve sınavları biraz zor.,3.4,
Türk Dili ve Edebiyatı,lise,Çok iyi bir hocamız. Annemiz gibi severiz.,4.8,1.0
Eğitim Fakültesi,üniversite,İyi niyetli.,4.2,1.0
Eğitim Fakültesi,üniversite,Başarısız.,3.0,
Eğitim Fakültesi,üniversite,Başarısız.,3.4,
Tarih,lise,Allah razı olsun senden Serkan Hocam.,5.0,1.0
Biyoloji,lise,Seni seviyorum. <3,4.2,1.0
İngilizce Hazırlık Bölümü,üniversite,"İnsanın kendisini her gördüğünde Rabbim, mutlu, mesut, saniyeler, dakikalar, günler, aylar, yıllar ve de ömürler dilemek istediği değerli insan.",5.0,1.0
İngilizce Hazırlık Bölümü,üniversite,"Kral adamdır. İşini yapan, öğrencisi için her türlü fedakarlığı göze alan, değerli bir insandır.",5.0,1.0
Eğitim Fakültesi,üniversite,Her yönüyle örnek aldığım değerli hocam. Yolunuz açık olsun.,4.8,1.0
İngilizce,lise,"Maaşından 300 TL kesilmesine pek aldırış etmeyen, kurallara karşı çıkma cesaretini gösterebilen, akla karayı iyi ayırt eden, öğrenmek isteyen öğrencilere gerçekten yardımcı olan, daha iyi yerlerde olmayı hakeden, ender görülen hocalardan biridir kendisi. Öğrencileri kıymetini iyi bilsinler.",4.6,1.0
Kimya,lise,"Okulumuzun nadide hocalarından birisiniz. Bize kimyayı sevdirdiniz, size minnettarım. :)",4.4,1.0
Hukuk Fakültesi,üniversite,Öğrenci yanlısı hoca.,4.6,1.0
İngilizce,lise,Sözlüsü kıt.,4.2,1.0
Türk Dili ve Edebiyatı,lise,Yeni öğretmenlerin izlemesi gereken yolda ilerliyor.,4.8,1.0
Türk Dili ve Edebiyatı,lise,"Ben şu an üniversite öğrencisiyim ve bunda Sadık Hoca'nın büyük katkısı var. Çok çok kaliteli, iyi bir hoca.",5.0,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,Çok iyi bir hoca. Ders almanızı öneririm. Çok güzel anlatıyor.,5.0,1.0
Türk Dili ve Edebiyatı,lise,"Hayatımda tanıdığım en harika insan. Tekrar liseye gitsem yine ondan dinlemek isterdim bu dersi. Seviyeli, akıcı ve hayran bırakan bir konuşması var. Onu çok seviyorum. Hayata dair ne öğrendiysem onun sayesinde.",4.6,1.0
Coğrafya,lise,Derste kolum ağrıyor artık.,4.0,1.0
Türk Dili ve Edebiyatı,lise,Severim kendisini.,5.0,1.0
Matematik,lise,Ders anlatmayı bilmiyor yani.,1.0,0.0
Fizik,lise,Öğretmen denince aklıma gelen ilk isim.,4.8,1.0
Hukuk Fakültesi,üniversite,"Çok net, anlaşılır  ve soru-cevap şeklinde ders anlatır.",4.6,1.0
Güzel Sanatlar Fakültesi,üniversite,"Mesafesini, saygınlğını koruyan, egosu olmayan, yardımcı... Öğretim görevlisi ama beni çok iyi anlayan yakın bir dost gibi.",4.77,1.0
Yabancı Diller Yüksekokulu,üniversite,Kısaca dersin hakkını verdiğini düşünüyor ve kazandığı paranın hakkını verdiği kanısındayım.,4.0,1.0
İngilizce,lise,İşte benim adamım. Kafa dengi adamdır ve iyi ders anlatır.,4.1,1.0
Coğrafya,lise,Güzel.,4.8,1.0
Beden Eğitimi,lise,Kötü.,1.0,0.0
Matematik,lise,"Banu Hocam kadar mükemmel bir hoca tanımıyorum. Ben Eren, hocam.",5.0,1.0
Matematik,lise,Çok güzel anlatımı var ancak verdiğinden daha çok istiyor.,3.8,1.0
Türk Dili ve Edebiyatı,lise,"Öğretmenlere bakışımı olumsuz yönde etkiledi. Kibirli birisi, keşke öğretmenim olmasaydı. Gözü hep yükseklerde.",1.2,0.0
Biyoloji,lise,"Sanki cennetten kanadı kırılmış bir meleğin yeryüzüne düşmüş simasını görüyorum ona bakınca. Merhameti, adaleti, dürüstlüğü insanlığı öğrendim ondan. Biraz zaman aldı hatta başta hiç anlayamadım onu ama şükür kafam çalıştı da görebildim.",4.0,1.0
Biyoloji,lise,Süper bir hoca.,4.0,1.0
Resim,lise,"Sanki cennetten kanadı kırılmış bir meleğin yeryüzüne düşmüş simasını görüyorum ona bakınca ama ne zaman iş ders anlatmaya gelse sokaktaki bir italyanın bile anlayamacağı şeyleri ""bunları İtalya'da ilkokulda yapıyorlar"" bahanesiyle en zor şekilde anlatması öğrenciyi çok zorluyor.",2.4,0.0
Matematik,lise,Çok çok iyi bir öğretmen. Gerçekten tanımayanlara ve tanıyamayanlara çok üzülüyorum.,4.8,1.0
Tarih,lise,"Şimdi herkes diyordur ki nasıl hepsi 5 yıldız? Ama gerçekten de öyle. Aylin Hocamın dersleri harika. Anlatmaya bir başladı mı insan zaten onu merakla ve ilgiyle dinliyor. Bir insan da kusursuz olur mu ya? Kişilik olsun, güzellik olsun, her şeyde kusursuz. Çok seviyorum Aylin Hocam seni!",5.0,1.0
Tekstil,lise,"Teknik resim dersinde biraz zorlanıyorduk ama gerçekten çizimi öğreniyorduk. Derste zorlanmamızın sebebi de hocamızın profesyonelliği, işini severek ve hakkıyla yapmasıymış. Bunu geç de olsa öğrendik ama keşke zamanı geçmeden öğrenseydim. Hocam herşey için size teşekkür ederim, size minnettarım.",4.94,1.0
Tekstil,lise,Ben bu yaşıma kadar Mehmet Hocam kadar iyi bir insan ve iyi bir öğretmen görmedim.,4.94,1.0
Mühendislik Fakültesi,üniversite,Gayet iyi bir hocadır.,4.4,1.0
Fizik,lise,Özellikle muhabbet etmek çok zevkli.,4.0,1.0
Matematik,lise,Çok iyi bir öğretmen.,4.4,1.0
Matematik,lise,Kazık sorular sorduktan sonra sınıfta ağlayanları videoya alan tek hocadır.,2.8,
Türk Dili ve Edebiyatı,lise,Derse geç kalmadıkça sorun olmaz. :),2.6,
İngilizce,lise,Ders anlatamayan ama öğrenciye birazcık yardım eden bir hoca.,1.6,0.0
Kimya,lise,Okulun sonu bile ders işleyerek kimya sevincimi soldurdu.,2.85,
Hukuk Fakültesi,üniversite,Sayın hocamın farklı kurumların yüksek öğretim kurumlarında vermiş olduğu dersler sayesinde bize ve bu kurumların gelişmesine büyük katkı sağlamıştır. Teşekkürü kendisine bir borç bilirim.,4.2,1.0
Muhasebe ve Finansman,lise,En iyisi bile kendisiyle kıyaslanamaz. ,5.0,1.0
Tekstil,lise,"Öğretmenim hakkında tek bir cümle kurmak gerekirse; ""insan için gerekli olan bütün değerlerin üstünde, nadide şahsiyet"" denilebilir.",4.94,1.0
Tekstil,lise,Mehmet Hocam tekstili bana sevdiren kişidir. Bugün bildiğim ne varsa bana öğreten kişi de odur. Sınıf olarak öğretmenimizi çok özlüyoruz. Bizi bırakıp gittiği için gerçekten çok üzgünüz.,4.94,1.0
Mühendislik Mimarlık Fakültesi,üniversite,Berbat ders anlatımı.,2.6,
İngilizce,lise,Okuldan soğutur resmen. Yurtdışına öğrenci götürmek dışında bir numarası yoktur.,1.2,0.0
Bilişim Teknolojileri,lise,Fazla söze gerek yok.,4.4,1.0
Matematik,lise,Hocam bana öğreteceğiniz çok şey var. Hayatımda gördüğüm en iyi öğretmensiniz. Okulu sizinle bitirmeyi çok isterim. Ben Engin.,5.0,1.0
Müzik,lise,Mükemmel hoca.,4.6,1.0
Fen Edebiyat Fakültesi,üniversite,Çok iyi bir hoca.,4.6,1.0
Fen-Edebiyat Fakültesi,üniversite,Çok komik biri. Ders hariç sürekli kendi hayatını anlatır. Öğretim görevlisi gibi değildir. :),2.6,
Coğrafya,lise,İyi hoca.,5.0,1.0
Coğrafya,lise,Çok iyi.,5.0,1.0
Beden Eğitimi,lise,Bence İstanbul'daki en iyi cimnastik eğitmeni. Karizmatik ve işinde çok ama çok iyi. Okul öncesi çalışmaları süper. Herkes tarafından tanınsada çok mütevazi. Hocam seni çok ama çok seviyoruz. Umarım hayatın boyunca hep mutlu olursun. Saygılar.,5.0,1.0
Felsefe,lise,O kadar güzel anlatıyor ki bir kaç yıl daha aynı dersi görsem Filiz Hoca sayesinde kendi bakış açılarımı ortaya çıkararak filozof olurum. :),4.0,1.0
Mühendislik Mimarlık Fakültesi,üniversite,En çok sevdiğim hocam sizsiniz.,4.6,1.0
Tarih,lise,"Tarih dersini sıkıcı bulanlar Dilaver Hoca'dan henüz ders görme şerefine ulaşamamış demektir. Hocamız tarihi olayları kitaba bağlı kalmadan o denli güzel ve akıcı anlatırdı ki, bunları unutmak zorlaşırdı. Öğrencilerini gereksiz tarihlerle bunaltmaz, tarihin iç yüzünü anlamaya dayalı ders işlerdi.",4.5,1.0
Matematik,lise,Çok iyi hoca.,5.0,1.0
Beden Eğitimi,lise,Süper.,5.0,1.0
Matematik,lise,"Matematik ve geometri ile ilgili çözemediği soru yoktu. ""Bana sadece matematik değil, fizik soruları da getirin"" derdi. Zeki olmasının yanısıra Odtü mezunu olması kendisini diğerlerinden ayırıyor. Tartışmasız Bursa'nın en iyilerinden. Ayrıca fanatik Galatasaraylıdır.",4.6,1.0
Türk Dili ve Edebiyatı,lise,"Sevgili hocam, ben sizi ilk tanıdığımda yaşınız 28'di. Gözlerinizdeki ışıltıya, edanıza, sözcüklerinizin her birine, inandığınız değerlere, büyümeme yardımcı olmanıza hayran olmuştum ben. Umarım şu anda mutlusunuzdur ve gelecek sizin için daha da güzel günler getirir.",5.0,1.0
Meslek Dersleri,lise,İşte böyle.,4.2,1.0
Mühendislik Fakültesi,üniversite,"Ders anlatmadığı için anlaşılırlık söz konusu olamıyor ve haliyle sınavda ne sorsa kazık geliyor ki zaten sınav sorularını yetiştirmek pek mümkün olmuyor. Zaten yetiştirsen de bu sefer doğruluğu muallak, kafa kağıdıyla giriyoruz yine 50'yi geçen sayılı kişi var. Bir şey de öğrenmedim derslerinden zaten.",2.5,
Mühendislik Fakültesi,üniversite,Eski yıllara göre bu sene oldukça değişip kazık sorular sorup öğrencileri bezdirmiştir. Eski halinden eser yoktur. Düzelmesini temenni edip bundan sonraki öğrencilerine sabır diliyorum.,1.6,0.0
