FacultyArea,InstitutionType,AverageRating,Kolaylık,Anlaşılırlık,DersAnlatımı,Erişilebilirlik,Yardımseverlik,ReviewText,Sentiment
Muhasebe ve Finansman,lise,5.0,5,5,5,5,5,Baba adam. Bir tane. Ondan başka yok. Öğrencilerini çok iyi anlayabilen insan.,1.0
Muhasebe ve Finansman,lise,4.8,4,5,5,5,5,Çok tatlı bir hoca.,1.0
Biyoloji,lise,5.0,5,5,5,5,5,Tanıdığım en iyi ve mükemmel insanlardan birisi.,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,4.2,4,4,4,4,5,Yunus Dursun Hocamız Erciyes İİBF nin gülüdür.,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,4.2,3,4,5,4,5,Bilginoğlu Hocam Türkiye'de tanıdığım az sayıda kibar insanlardan biridir. Zarif ve saygın bir kişiliği vardır.,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,4.0,3,3,5,5,4,"Cemal Hocam disiplini ile tanınır. ""Tamam mı?"", ""anladın mı?"" sözleri meşhurdur.",1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,4.4,4,4,5,4,5,Mümin Ertürk Hocam Yönetim Organizasyon dersinde  Türkiye'de 1 numaradır.,1.0
Fen Edebiyat Fakültesi,üniversite,1.8,1,1,5,1,1,Yorum yok.,0.0
Felsefe,lise,4.2,2.5,4.5,4,5,5,Yorum yok.,1.0
Mühendislik Fakültesi,üniversite,4.2,4,5,4,4,4,Yorum yok.,1.0
Mühendislik Fakültesi,üniversite,3.8,5,3,2,5,4,Yorum yok.,1.0
Bilişim Teknolojileri,lise,5.0,5,5,5,5,5,Çok yardımcı olur bize.,1.0
Biyoloji,lise,4.5,3.5,5,4,5,5,Hoca king. :D,1.0
Kimya,lise,4.4,2,5,5,5,5,Sizi çok seviyorum.,1.0
Meslek Yüksekokulu,üniversite,3.6,2,5,4,3,4,Delikanlı adam.,1.0
Mühendislik Fakültesi,üniversite,1.6,3,1,1,2,1,Hocamızın yüzü herzaman asıktır. Bir de kendini herhalde Harvard mezunu sanıyor. Birilerinin ona nerede ve kim olduğunu söylemesi lazım. Bütün dağları ben yarattım havası  inanılmaz itici. Profesörlüğünü hiç düşünemiyorum.,0.0
Meslek Yüksekokulu,üniversite,3.4,2,4,4,2,5,"Farklı birisi. İyi, yardımsever, çalışkan.",
Fizik,lise,3.0,3,1,3,4,4,En sevdiğim hocam. Derste biraz gayretli olursanız sözlünüz en aşağı 90. Yazılılarınız iyiyse zaten siz o derse banko ders olarak bakın. Eğer hocanın gözüne girmeyi başarırsanız hocanın girdiği tüm derslerde rahat edersiniz.,
Tarih,lise,3.8,3,4,4,4,4,Benim tarihimin iyi olmamasına rağmen ortalama 1 düşüyorken onu 3 yapması ne kadar yardımsever ve iyi bir hoca olduğunu göstermez mi? Üstelik dersi de fena anlatmıyor.,1.0
Matematik,lise,2.6,3,2,2,3,3,Dersi anlatması yerlerde sürünüyor. Bir soru götürürsünüz o soruyu çözmesi (çözemeyebilir de) yaklaşık 10 dakika. Derste çözdüğü örnek sayısı ortalama 3-4 aralığında.,
Biyoloji,lise,2.4,2,2,2,3,3,Sözlü konusunda çok bir şey beklemeyin.,0.0
Coğrafya,lise,4.0,4,4,4,4,4,Çok kral hocadır. Değerini bilin.,1.0
Türk Dili ve Edebiyatı,lise,3.2,2,3,3,4,4,Lisedeki en iyi öğretmenlerden birisi. Sözlüleri bonus niteliğinde.,
Türk Dili ve Edebiyatı,lise,3.2,3,2,3,4,4,Sözlüleri iyi ama ders anlatımı kötü.,
Tarih,lise,2.4,4,1,2,3,2,Sınavları çok  zor değil ama sözlüleri sınıfındaki durumuna göre veriyor.,0.0
Felsefe,lise,3.4,3,3,4,3,4,Sınavları biraz zor ama sözlüleri gayet çok iyi.,
Mühendislik Fakültesi,üniversite,4.6,3,5,5,5,5,Nadir rastlanabilecek bir hocadır.,1.0
Matematik,lise,4.6,3,5,5,5,5,Dünyadaki en şeker matematik hocası. :) <3 Herşeyiyle mükemmel.,1.0
Coğrafya,lise,4.7,3.5,5,5,5,5,Dünyanın en iyi hocası ve bana coğrafyayı sevdiren kişi.,1.0
Fen Edebiyat Fakültesi,üniversite,4.8,4,5,5,5,5,"Anlayışlı, sıcak, öğrenciye değer veren, özetle arkadaş sıcaklığında bir eğitimcidir.",1.0
Biyoloji,lise,2.2,2,2,2.5,2.5,2,"Çiçekler açmasın, mazlumlar ağlamasın.",0.0
Türk Dili ve Edebiyatı,lise,5.0,5,5,5,5,5,"Ben hayatımda böyle bir edebiyat uzmanı, böyle bir otorite sahibi kişilik, böyle bir ihsanperver, böyle bir espritüel kısacası böyle bir kişilik görmedim. Yaşa varol Bülent Baba.",1.0
Coğrafya,lise,4.2,3,4,4,5,5,Tek kelimeyle süper. :),1.0
Kimya,lise,3.8,3,5,5,1,5,Yorum yok.,1.0
Türk Dili ve Edebiyatı,lise,4.8,4,5,5,5,5,Hocamı çok seviyorum. :),1.0
Biyoloji,lise,4.0,3,5,5,3.67,3.33,Hayatımda tanıdığım en iyi hoca. Biyoloji dersini sayesinde çok sevdim. Her insanı ilgilendiren güncel bilgileri dersin arasına serpiştiriyor. Çok tecrübeli hoca.,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,5.0,5,5,5,5,5,Çok iyi bir hoca.,1.0
Biyoloji,lise,4.6,3,5,5,5,5,Süper bir öğretmen. Tanıdığım en iyi öğretmen.,1.0
Biyoloji,lise,4.4,2,5,5,5,5,Harika bir biyoloji öğretmeni ve de harika bir annedir aslında.,1.0
Fizik,lise,3.4,1,5,5,1,5,"Hocam, fevkalade bir öğretmen ve fizikçisiniz. Sizi çok seviyorum.",
Bilişim Teknolojileri,lise,5.0,5,5,5,5,5,Çok iyi bir öğretmen.,1.0
Bilişim Teknolojileri,lise,5.0,5,5,5,5,5,Süper bir hocamızdır. Onu çok seviyoruz.,1.0
Türk Dili ve Edebiyatı,lise,4.43,2.83,5,5,4.5,4.83,Çok bilgili ve kültürlü bir hoca. Ders anlatım tarzını çok beğeniyorum.,1.0
Türk Dili ve Edebiyatı,lise,4.35,2,4.75,5,5,5,Sizi çok seviyorum hocam. Derste anlattıklarınızı çok iyi anlıyorum.,1.0
Matematik,lise,4.2,1,5,5,5,5,Harika bir hoca.,1.0
İngilizce,lise,4.4,2,5,5,5,5,"Ah hocam sizi o kadar çok özledim ki kaç sene önce dersime girdiniz, İngilizce'yi bana sevdirdiniz. Şimdi İstanbul'da değilsiniz ama öğrettikleriniz hep aklımda. İyi ki sizin gibi bir hocayı tanımışım. :)",1.0
Resim,lise,3.6,4,3,4,3.5,3.5,Dersini sevmediğim yegane hocalardan.,1.0
Türk Dili ve Edebiyatı,lise,4.35,2,4.75,5,5,5,"Sizin gibi bir hocayı tanımak ve ders almak harika bir şey. Çok şey öğrendim sizden, iyi ki varsınız hocam.",1.0
Türk Dili ve Edebiyatı,lise,4.43,2.83,5,5,4.5,4.83,Edebiyat konusunda üstüne başka bir hoca tanımayacağım biri. Çok iyi ve dersler konusunda çok yardımsever bir hocamızdır. =),1.0
Matematik,lise,4.6,4,5,5,4,5,"Çok çok çok sevdiğim, çok iyi bir kişi.",1.0
Biyoloji,lise,4.6,4.5,4.5,4.5,4.5,5,Canım hocam.,1.0
Kimya,lise,4.4,4,4,5,4,5,Çok sevdiğim iyi bir hoca.,1.0
Fizik,lise,4.2,3,5,4,4,5,Çok çok sevdiğim hocam ve çok iyi bir kişi.,1.0
Matematik,lise,3.8,5,2,3,4,5,Çok iyi bir hoca.,1.0
Fizik,lise,1.8,2,1,1,2,3,Çok zeki bir hocamız ama öğretmenliği pek sevmiyor.,0.0
Biyoloji,lise,4.4,3,5,5,4,5,Çok severiz kendisini.,1.0
Fen Edebiyat Fakültesi,üniversite,5.0,5,5,5,5,5,Çok iyi bir hoca ama biraz fazla prensipleri var.,1.0
Fen Edebiyat Fakültesi,üniversite,2.27,2.33,2.33,2.33,2,2.33,Sözünde durmayan hoca tipi.,0.0
Fen Edebiyat Fakültesi,üniversite,1.0,1,1,1,1,1,Yorum yok.,0.0
Eğitim Fakültesi,üniversite,5.0,5,5,5,5,5,Dersi güncellemekte. Memnunum.,1.0
Kimya,lise,2.85,2.5,2.5,3.5,3.5,2.25,Kimyadan soğumama neden olmuştur.,
Mühendislik Fakültesi,üniversite,4.8,4,5,5,5,5,"Her zorda kaldığımızda kapısını rahatça çalabiliriz, her konuda bize yardımcıdır. Anlattığı dersleri de sıkılmadan dinleyebiliyoruz. Gayet anlaşılır ve yalın dille anlatıyor. Çok teşekkür ederiz.",1.0
Mühendislik Fakültesi,üniversite,4.8,4,5,5,5,5,Barajlar dersi hızla geçiyor. Ezbere dayalı değil öğrenerek ilerliyoruz. Su derslerini sevmiyorum ama dersleri zevk alarak dinliyorum.,1.0
Mühendislik Fakültesi,üniversite,5.0,5,5,5,5,5,Ali Sayıl Hoca'dan ders aldığım için çok mutluyum. Harika bir hocamız. İnşaat mühendisliği hakkındaki bilgi birikimi çok iyi.,1.0
Türk Dili ve Edebiyatı,lise,4.43,2.83,5,5,4.5,4.83,Öğretmen niteliğini taşıyabilen nadir insanlardandır ve çok değerli bir hocamızdır.,1.0
Türk Dili ve Edebiyatı,lise,4.35,2,4.75,5,5,5,Yeriniz çok ayrıdır hocam. Her yıl dersinizi almak isterim.,1.0
Türk Dili ve Edebiyatı,lise,4.35,2,4.75,5,5,5,"Elif Hocam, keşke yine öğrenciniz olabilseydim.",1.0
Türk Dili ve Edebiyatı,lise,5.0,5,5,5,5,5,Yorum yok.,1.0
Matematik,lise,4.4,2,5,5,5,5,Bu dersi mükemmel anlatan ve matematiği kolay anlaşılabilir hale getiren nadir hocalardan biri. :),1.0
Resim,lise,3.6,4,3,4,3.5,3.5,"Mükemmel, çok zeki bir hocadır kendisi ama bence yeri öğretmenlik değil. Daha iyi yerleri hak eden, temiz kalpli biricik hocamdır o.",1.0
Türk Dili ve Edebiyatı,lise,4.43,2.83,5,5,4.5,4.83,"Ders anlatımına bir şey diyemeyeceğim, iyi anlatıyor. Zaten derste değil de ders dışı tavırlarını beğenmediğim bir hoca. Kanımca öğrencilere karşı çok iyi olup daha sonra öğrencilerin ihtiyacı olduğu anda arkasını dönüp gidebilir.",1.0
Kimya,lise,4.2,5,5,5,1,5,"Öğrencilik hayatım boyunca denk geldiğim en mükemmel insandır. Herhalde dünyada öğrenci halinden bu kadar iyi anlayan bir hoca yoktur.
Ne kadar teşekkür etsem azdır.",1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,2.8,2,2.5,2.5,4,3,"Anadolu Üniversitesi'nin en donanımlı hocalarından biridir. Ödevleri basit ama sınavları zorumsudur. Dersleri zevkli geçer, iyi bir adamdır, espiritüeldir. Ancak bizi Abd ve İngiltere'den soğutmuştur. 2008'de seçimde Kaledonya belediye başkanlığını 4 oyla kaybetmiştir. Life pepper felsefesinin kurucusudur.",
Türk Dili ve Edebiyatı,lise,2.4,1,3,1,5,2,Çok monoton bir öğretmendi en son. Şimdi bilmiyorum.,0.0
Fen Edebiyat Fakültesi,üniversite,4.4,2,5,5,5,5,Hocalığı kadar insanlığıyla da her zaman hatırlayacağım tez  hocam. Başka da iyi şeyler düşünerek hatırlayacağım hoca yok zaten.,1.0
Coğrafya,lise,5.0,5,5,5,5,5,Derslerinden hiç bir şey anlayamıyoruz.,1.0
Biyoloji,lise,2.8,4,3,2,2,3,İyi bir öğretmen.,
Biyoloji,lise,4.4,3,5,5,4,5,Biyoloji dersini sayesinde sevdim diyebilirim. Derse çok hakim. Çok saygı değer bir hoca.,1.0
Fen Edebiyat Fakültesi,üniversite,4.8,4,5,5,5,5,Her üniversiteye lazım bir hoca. Bölüm onun sayesinde ayakta desem abartmış olmam.,1.0
Biyoloji,lise,3.6,3,3.67,3.67,3.33,4.33,"Hocamı çok seviyorum. Birgün beni aramasını bekliyorum. Sağlıklı, sıhhatli, mutlu bir hayat diliyorum.",1.0
Tarih,lise,4.2,1,5,5,5,5,Bu okula böyle bir öğretmen gelmemiştir daha.,1.0
İngilizce,lise,4.4,3,5,5,5,4,Süper bir hoca.,1.0
Matematik,lise,2.4,2,3,3,1.5,2.5,"Ayten Hoca çok disiplinli bir öğretmendi ama onun kadar matematiği mükemmel anlatan, sanki insanın beyninin içine bilgiyi yerleştiren bir hoca görmedim. Her şeyi bilir, soru dönmez. Bir rivayete göre zamanında Ösym'de soru hazırlaması için teklif bile almıştır.",0.0
Resim,lise,5.0,5,5,5,5,5,Yorum yok.,1.0
Muhasebe ve Finansman,lise,5.0,5,5,5,5,5,Çok iyi.,1.0
İngilizce,lise,4.4,3,5,5,4,5,"Çok iyi, güzel, tecrübeli bir öğretmen. Öğretmenim oldugu için çok şanslıyım. Onunla tanıştığım gün benim en mutlu günüm ve hayatımın dönüm noktası diyebilirim. Hep öğrencisi olarak kalmayı istiyorum. Onu çok seviyorum. Hayatımda böyle bir öğretmen karşıma çıkar mı bilmiyorum ama iyi ki var.",1.0
Fen Edebiyat Fakültesi,üniversite,3.9,3.5,3,4.5,4,4.5,Fakültemizdeki en güzel araştırma görevlisi. Hepimiz çok seviyoruz. Danışmanımızdı ama bizi bıraktı. Bilgisi çok ama disiplinli biraz.,1.0
Matematik,lise,4.2,2,5,5,4.5,4.5,Mükemmel bir öğretmen.,1.0
Matematik,lise,4.8,4,5,5,5,5,Çalışkan.,1.0
Matematik,lise,4.8,4,5,5,5,5,"İyi ders anlatır, sosyal.",1.0
Fizik,lise,4.4,4,4,4,5,5,Olumlu insan.,1.0
Tarih,lise,4.7,4.5,4.5,4.5,5,5,Çok bilgili.,1.0
Kimya,lise,4.2,3,5,5,4,4,Çok bilgili.,1.0
İngilizce,lise,3.2,2,3,4,4,3,İşte.,
Biyoloji,lise,4.8,5,4,5,5,5,Çok yazdırıyor. Çok iyi insan.,1.0
Biyoloji,lise,4.2,4,4,4,4,5,İyi niyetli. Çok güzel ders.,1.0
Biyoloji,lise,4.35,3.5,4.5,4.75,4.5,4.5,"Çok bilgili, zevkli ders.",1.0
Fen Edebiyat Fakültesi,üniversite,4.6,3,5,5,5,5,"Gerçekten mükemel biridir, iyi ki onu tanımışım.",1.0
Türk Dili ve Edebiyatı,lise,1.4,2,1,1,2,1,Yorum yok.,0.0
Tarih,lise,4.5,3,5,5,4.5,5,Yorum yok.,1.0
Almanca,lise,1.4,2,1,1,1,2,Yorum yok.,0.0
Coğrafya,lise,4.8,5,5,5,4,5,Planlı programlı çalışmayı öğretti. Teşekkür ederim hocama.,1.0
Tarih,lise,5.0,5,5,5,5,5,Çok iyi.,1.0
Felsefe,lise,2.0,2,3,1,2,2,Bende ışık göremeyen hocam.,0.0
Matematik,lise,1.6,1,1,1,2,3,Bir daha gelmeyin okulumuza.,0.0
Matematik,lise,5.0,5,5,5,5,5,Tek kelimeyle mükemmel.,1.0
Türk Dili ve Edebiyatı,lise,5.0,5,5,5,5,5,İlk günden yazılı sorularını veren tek hocamız. Sizi seviyoruz.,1.0
Türk Dili ve Edebiyatı,lise,5.0,5,5,5,5,5,Hocam sizi çok seviyoruz.,1.0
Din Kültürü ve Ahlak Bilgisi,lise,1.0,1,1,1,1,1,Lütfen terket bizi.,0.0
Coğrafya,lise,5.0,5,5,5,5,5,Çok iyi bir hoca. NOT:Hocam lütfen 12. sınıflara girin.,1.0
Coğrafya,lise,1.0,1,1,1,1,1,Hiç ders anlatamıyor. Herşeye eksi veriyor. Öğrenciler onu hiç sevmiyor. NOT: Lütfen 12. sınıflara girmesin.,0.0
İngilizce,lise,5.0,5,5,5,5,5,"Temelimizi o kadar iyi attı ki, ileride hiç zorlanmayacağız. ""Karşımda dik duran, gözleri parlayan öğrenci istiyorum"" diyor. :)",1.0
Coğrafya,lise,5.0,5,5,5,5,5,Defter düzenine önem veriyor. Bir de o kadar tekrardan sonra beynim otomatik olarak bilgiyi ezberliyor. :),1.0
Biyoloji,lise,5.0,5,5,5,5,5,Sen derse katılmasanda o seni katıyor. Çok iyi biri.,1.0
Kimya,lise,5.0,5,5,5,5,5,:) Deftere ne yazdırırsa sınavda aynılarını sorar.,1.0
Tarih,lise,5.0,5,5,5,5,5,Çok iyi bir öğretmen.,1.0
Fen-Edebiyat Fakültesi,üniversite,4.7,3.5,5,5,5,5,"Anlatımı, derse hakimiyeti, öğrenciye yaklaşımı ile tam bir eğitmen.",1.0
Fen-Edebiyat Fakültesi,üniversite,3.87,4,4.33,4,3.33,3.67,Klasik bir profesör bana göre. Ders anlatımı kitabı yazdırmaya dayalı. Fakat sınavları oldukça kolay bir hoca.,1.0
Fen-Edebiyat Fakültesi,üniversite,4.6,3,5,5,5,5,Eğitim-öğretim hayatımda karşılaştığım en iyi hocadır. Üniversitemizin ender iyi hocalarından. Daha önce soyut cebir uygulama dersinde harikaydı. Topoloji gibi teorik bir derste neler yapacağını merak ediyordum. Yıllardır bu dersi veren hocayı katlayarak aştığına inanıyorum. Hayatta başarılar diliyorum.,1.0
Türk Dili ve Edebiyatı,lise,5.0,5,5,5,5,5,Tek dileğim dünya gözüyle onu bir kez daha görmek.,1.0
Eğitim Fakültesi,üniversite,4.5,4,5,5,3.5,5,Tecrübeli ve çok iyi bir insandır.,1.0
Mühendislik Fakültesi,üniversite,3.4,1,5,5,1,5,Çok iyi bir hocadır.,
Mühendislik Fakültesi,üniversite,2.8,5,1,1,3,4,Çok bilgisi olan bir hocam ama aktarmada sorun yaşıyor.,
Mühendislik Fakültesi,üniversite,3.2,2,3,3,4,4,İyi bir akademisyen.,
Mühendislik Fakültesi,üniversite,1.0,1,1,1,1,1,Anlaşılmaz biri. Bazen iyi bazen kötü.,0.0
Coğrafya,lise,4.73,4.33,4.67,4.67,5,5,Yeni tanıştık ama Beste Hoca çok tatlı ya. :),1.0
Türk Dili ve Edebiyatı,lise,4.43,2.83,5,5,4.5,4.83,Bana göre en mükemmel hocadır.,1.0
Türk Dili ve Edebiyatı,lise,3.5,2.5,2.5,4.5,3.5,4.5,Yorum yok.,
Fen-Edebiyat Fakültesi,üniversite,4.0,3,4,3,5,5,Hala Afyon'da ders verirken Hüseyin Hoca'dan ders alma şansına sahip oldum. Bölümümüzdeki üst sınıf hocalardan biriydi.,1.0
Bilişim Teknolojileri,lise,4.4,5,5,3,4,5,On numara bir öğretmenimizdir.,1.0
Tarih,lise,4.5,3,5,5,5,4.5,Dersi çok iyi anlatıyor. :),1.0
Türk Dili ve Edebiyatı,lise,4.43,2.83,5,5,4.5,4.83,Mükemmel bir hoca ve Türk Dili ve Edebiyatı ile ilgili ne öğrendiysem Yusuf Hoca'dan öğrendim. Şimdi ki öğrencileri çok şanslı.,1.0
Fen Edebiyat Fakültesi,üniversite,4.6,3,5,5,5,5,Nezihi Hocam Türkiye'de tarih konusunda her zaman fikri alınması gereken biridir. Osmanlı Tarihi'ni ondan dinlemekten her zaman büyük keyif aldım. İyi ki varsınız hocam.,1.0
Mühendislik Fakültesi,üniversite,4.6,3.5,5,5,4.5,5,Bir öğrenciyi ya sever sonuna kadar ya da sevmez ölesiye. Sevildiysen de anlarsın sevilmediysen de. Hoca olmak için doğanlardandır. Sevgiler Bay Zerin.,1.0
Matematik,lise,4.4,4,5,5,3,5,"Çok iyi bir hoca. Her sınıfa, her okula lazım.",1.0
Gazi Eğitim Fakültesi,üniversite,1.0,1,1,1,1,1,Emekli olduğunda dünyayı sevmek için bir nedeniniz olabilir.,0.0
Almanca,lise,3.4,3,3,4,4,3,"Sert görünür, azcık da terstir ama iyi öğretir.",
Gazi Eğitim Fakültesi,üniversite,4.2,3,4,5,4,5,"Hocadır, arkadaştır, rehberdir. Sevilir velhasıl.",1.0
Fen Fakültesi,üniversite,3.4,2,5,1,4,5,"Çağdaş Türk kadını diye anılan hayal ürünü kavramın vücut bulmuş halidir. Zekidir, hızlı geçişler yapar, yakalamakta zorlanırsın. Kişiliğinden bahsetmiyorum bile. Harika bir insandır.",
Fen Fakültesi,üniversite,4.6,3,5,5,5,5,"Fiziksel görünüşü ve tavrıyla yerel bir Anadolu insanı imajı vermekle birlikte, bir iş üstünde çalışıyorsanız çok berrak bir bilimadamı paradigmasıyla sizi oldukça şaşırtır. Çalışkandır, özverilidir, biraz da alıngandır.",1.0
Fen Fakültesi,üniversite,3.1,2,4,4,2,3.5,Bu adamdan on tane bulup bu grupla dünya çapında bir üniversite kurabilirsiniz.,
Biyoloji,lise,2.1,1,1.5,3,2,3,Yine de seviyoruz hocayı.,0.0
Kimya,lise,1.0,1,1,1,1,1,Yorum yok.,0.0
Matematik,lise,2.4,4,3,2,1,2,Nefret ediyorum.,0.0
İngilizce,lise,4.9,5,5,4.5,5,5,En sevdiğim hoca.,1.0
Muhasebe ve Finansman,lise,4.2,3,5,5,3,5,Harika.,1.0
Coğrafya,lise,5.0,5,5,5,5,5,"Mükemmel bir performans sergileyen, mükemmel bir öğretmen.",1.0
Makina Teknolojisi,lise,4.2,1,5,5,5,5,"Ramazan Başkanım, bizim zamanımızın en kıymetli öğretmeniydi. Sayesinde makine teknikeri oldum. Ellerinden öpüyorum başkanımın.",1.0
Makina Teknolojisi,lise,4.2,1,5,5,5,5,Mükemmel bir öğretmen. Kendini iyi yetiştirmiş ve konumunda bence baş öğretmen olması gerekendir.,1.0
İngilizce,lise,5.0,5,5,5,5,5,Ortaokulda çok sevdiğim bir öğretmenimdi. İngilizce'yi çok güzel anlattı ve öğretti bizlere. Bir gün inşallah onunla tekrar görüşmek isterim.,1.0
Fizik,lise,5.0,5,5,5,5,5,"İncirlik Lisesi'nden sevdiğimiz, bir tanemizdi Ayça Hocamız.",1.0
Fen Edebiyat Fakültesi,üniversite,4.8,4,5,5,5,5,Süper bir hoca ve hemşerim.,1.0
Fen Edebiyat Fakültesi,üniversite,1.1,1,1,1,1.5,1,Yoruma gerek yok. Tanıyan tanır.,0.0
Matematik,lise,4.6,3,5,5,5,5,"Sayesinde matematik aşığı oldum. :) Üniversite hayatımı kolaylaştırdı, canım hocam benim. :)",1.0
Matematik,lise,1.0,1,1,1,1,1,Yorum yok.,0.0
Matematik,lise,1.0,1,1,1,1,1,Sizi özledik. :P,0.0
Türk Dili ve Edebiyatı,lise,4.2,3,5,5,3,5,Çok iyi bir hoca.,1.0
Bilişim Teknolojileri,lise,4.2,2.5,3.5,5,5,5,İyi bir hoca.,1.0
Fen Edebiyat Fakültesi,üniversite,4.0,3,5,5,2,5,Bir Divan edebiyatı aşığı.,1.0
Türk Dili ve Edebiyatı,lise,5.0,5,5,5,5,5,"Mehmet Hoca hayatımda bir ekol olmuştur. Aradan 16 sene geçti. Onun yolunda, takipçisiyim.  Yüreğime ekmiş olduğu sevgi tohumları gülşene dönüşmüştür. Ne mutlu onu tanıdığım için.",1.0
Edebiyat Fakültesi,üniversite,4.6,3.5,5,4.5,5,5,İtalyan ama yaklaşık olarak on yıldır Türkiye'de olduğu için Türkçe'si de oldukça iyi. Bu da büyük bir avantaj haline geliyor. İtalyan Dili'ni İtalyan Dili yapan hocalardan birisidir.,1.0
Türk Dili ve Edebiyatı,lise,1.0,1,1,1,1,1,Anlatımı iyi değil. Kelimeleri düzgün telaffuz edemiyor.,0.0
Beden Eğitimi,lise,4.4,5,5,5,3,4,İyi bir öğretmen. Dersini iyi anlatıyor ve zamanları iyi kullanıyor.,1.0
Türk Dili ve Edebiyatı,lise,5.0,5,5,5,5,5,Yorum yok.,1.0
Muhasebe ve Finansman,lise,5.0,5,5,5,5,5,Çok iyi bir öğretmen olan Ebru Hocamızı çoook seviyoruz. 10 And. B,1.0
Edebiyat Fakültesi,üniversite,4.8,5,5,4,5,5,Görev süresinin son senesine gelmiş bulunmakta ne yazık ki. İstanbul Üniversitesi İtalyan Dili ve Edebiyatı Bölümü'ne verdiği katkılar yadsınamaz derecede ortada. İlk başta soğuk gibi gelse de  çok iyi bir hocadır.,1.0
Edebiyat Fakültesi,üniversite,4.6,3,5,5,5,5,Kesinlikle mükemmel bir öğretmendir. Öğrenciye öğretmek için didinir. Birazcık çaba sarfeden birisi dersinden de kalmaz.,1.0
Mühendislik Fakültesi,üniversite,5.0,5,5,5,5,5,Mükemmel bir hoca.,1.0
Edebiyat Fakültesi,üniversite,3.8,2,5,5,2,5,"Ahmet Uğur Nalcıoğlu tam bir marka. Mükemmel bir hoca, mükemmel bir insan. Allah onu sevdiklerinin ve öğrencilerinin başından eksik etmesin.",1.0
Fen Edebiyat Fakültesi,üniversite,3.55,2.25,3.75,3.5,4.25,4,Aibu'de kendisinden ders aldım. Bilgi seviyesi ve bunları derste kullanması çok iyidir. Dört saat aralıksız işlediğimiz derslerden bile sıkılmadan çıktığımızı ve hayatımda en çok keyif aldığım dersler olduğunu hatırlıyorum. Benlik kaygısı taşımayan ve öğrencilerine yardımcı olmaya çalışan biridir hocamız.,1.0
Fen Edebiyat Fakültesi,üniversite,4.4,2,5,5,5,5,Sezai Hoca bölüm içerisinde bütün sınıflarca sevildiğinden emin olunabilecek hocalardandır. :) Ders anlatımı çok güzel ve öğrenciyi yönlendirme konusunda ciddi anlamda etkilidir.,1.0
Coğrafya,lise,4.6,5,5,5,3,5,İyi bir öğretmendir. :),1.0
Türk Dili ve Edebiyatı,lise,3.2,4,3,3,3,3,Eh işte.,
